year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation,rate_homeless,rate_sheltered,rate_unsheltered,percent_black,percent_latino_hispanic,percent_asian,percent_pacific_islander,percent_population_0_19,percent_population_65_plus,percent_female_population,percent_Jan_precipitation,percent_annual_precipitation,log_homeless
2017,CA-505,1607.0,696.0,911.0,1138645,40.6121323293611,2.63404488563538,11.3000001907349,19.8149032592773,26.5276679992676,35.4763374328613,2.96525812149048,1,611,4.61707162857056,0,1,4.45962762832642,46.7900009155273,8.56922054290771,3.58907985687256,90.0,4.41688013076782,99403,289888,188933,5139,288580,169932,582321,8282,-0.019660472869873,22.7555866241455,19.7431640625,6.79362773895264,59.3363418579102,11.90483,0.162789091467857,45.8600006103516,71.4400024414063,10.6800003051758,22.5499992370605,14.113266206763301,6.112528487807877,8.000737718955424,0.08729937776919057,0.25459032446460483,0.16592792310158128,0.004513259180868488,0.2534415906625858,0.14924054468249542,0.5114157617167774,9.379569844135618e-06,1.980424033571526e-05,2.6471152207752886
2017,CA-506,3364.0,850.0,2514.0,495698,37.2909131404815,2.4664032459259,10.190770149231,20.500186920166,25.4181175231934,48.7841377258301,3.84595108032227,0,459,12.2645902633667,0,0,7.55912590026855,45.2303810119629,12.1251249313354,3.38290929794312,75.0348968505859,8.03793144226074,11643,289905,26709,2133,144555,63159,243334,434,-0.0795983821153641,20.8260860443115,20.4138031005859,6.84267902374268,78.9311828613281,10.1866834832902,0.177423864603043,47.4644165039063,69.8888626098633,11.7228698730469,20.4785423278809,67.86390100424049,17.147537411891918,50.716363592348564,0.023488091539606775,0.5848419803993561,0.05388159726284956,0.004303023211713584,0.2916190906560043,0.12741427239972725,0.49089163159827154,2.3649217614448515e-05,4.131253773039411e-05,4.217504243766902
2017,CA-507,1117.0,409.0,708.0,261532,32.8932716806643,2.82494401931763,7.80000019073486,19.3504848480225,27.6895561218262,36.5900382995605,2.6242082118988,0,0,3.62643671035767,0,1,3.27569723129272,52.5099983215332,7.62124729156494,3.09660530090332,92.0,12.6965312957764,6409,41825,15842,408,58050,54660,133969,-511,-0.367786824703217,31.2921466827393,15.8609895706177,6.79536390304565,42.8077926635742,10.66443,0.198849186301231,47.75,61.4533348083496,17.0100002288818,40.8099975585938,42.7098787146506,15.638621660064544,27.071257054586056,0.024505605432604806,0.15992306868757933,0.06057384947157518,0.0015600385421286878,0.22196136610433906,0.20899928115871097,0.5122470672804857,6.503984303596424e-05,0.00015604208111662742,3.754430245108079
2017,CA-508,2249.0,450.0,1799.0,275196,28.9829637114645,2.62828516960144,9.69999980926514,20.7724952697754,33.3577728271484,42.2976570129395,1.92386507987976,0,154,6.71772050857544,0,1,6.97454738616943,47.5400009155273,12.8413934707642,5.66453123092651,92.0,12.1039381027222,2623,92419,12135,346,67176,41076,138670,-53,-0.111839801073074,26.4206523895264,21.1113147735596,6.41322422027588,61.9495124816895,10.20569,0.199699774384499,48.3800010681152,65.216667175293,19.2700004577637,40.439998626709,81.72357156354016,16.351981860201455,65.37158970333871,0.009531388537624093,0.33582973589732407,0.04409584441634326,0.0012572857163621564,0.24410238520908734,0.14926089041991888,0.5038954054564747,7.002282176253907e-05,0.00014694980532678164,4.4033424738835265
2017,CA-509,1238.0,160.0,1078.0,87609,6.85509169263683,2.13653063774109,12.8000001907349,16.8808746337891,36.064094543457,42.8687057495117,3.22289538383484,0,81,5.14540100097656,0,0,5.27520608901978,48.7599983215332,18.6807289123535,4.02374696731567,78.0,10.5074329376221,617,21924,1662,120,20911,17989,44073,120,0.473449051380157,33.5694046020508,27.6020965576172,10.6556310653687,79.4472274780273,9.93787,0.186979502439499,42.8899993896484,67.6866683959961,20.2700004577637,65.9199981689453,141.3096827951466,18.26296385074593,123.0467189444007,0.007042655434943899,0.2502482621648461,0.01897065369996233,0.0013697222888059445,0.23868552317684255,0.2053327854444178,0.5030647536212033,0.00023136892850921366,0.0007524340897504286,4.950953813847578
2017,CA-510,1661.0,840.0,821.0,541353,48.7848641320601,2.12584781646729,16.7000007629395,18.7065353393555,30.0227699279785,43.4338455200195,4.06775283813477,0,0,6.88201570510864,0,1,8.61658382415771,45.0400009155273,14.3922729492188,3.49101161956787,95.0,5.72938013076782,14107,247118,28474,3777,161999,67908,273649,2891,0.638377070426941,20.5292129516602,23.4563732147217,6.97232723236084,83.3754196166992,11.02449,0.177937731146812,46.810001373291,76.8166656494141,6.98000001907349,18.0400009155273,30.682382844465625,15.516677657646675,15.165705186818952,0.02605878234719305,0.4564821844526584,0.05259784281236088,0.006976963275348987,0.2992483647453695,0.12544125552088933,0.5054908719449231,1.2893620279325116e-05,3.332391418451048e-05,3.4236886411644862
2017,CA-511,1542.0,975.0,567.0,734294,51.7482052645573,2.17133688926697,18.0,18.7041492462158,30.1326751708984,44.3184013366699,4.6360297203064,0,0,7.16035127639771,1,0,8.12799453735352,45.25,14.3359470367432,3.22453427314758,93.0,7.18732118606567,51513,302062,109668,3976,222058,89589,368366,5923,0.685505092144012,19.8699188232422,22.829927444458,6.99371242523193,81.905158996582,10.59034,0.178657010197639,47.2299995422363,75.7799987792969,7.40000009536743,18.3299999237061,20.99976303769335,13.278060286479258,7.721702751214091,0.07015309943973395,0.4113638406414869,0.1493516221023187,0.005414724892209387,0.30241020626615495,0.12200698902619386,0.5016600979988942,1.0077707424229846e-05,2.496275323467998e-05,3.0445111537403946
2017,CA-512,1253.0,616.0,637.0,769561,53.3537645229165,2.85876655578613,8.60000038146973,19.4124774932861,25.062931060791,40.8666343688965,2.58168697357178,1,408,7.54070711135864,0,1,3.03561615943909,48.5999984741211,6.55412578582764,2.31394004821777,93.0,8.4061975479126,17792,190067,216455,10725,176241,118523,390136,-1079,-1.11787247657776,23.7806968688965,16.7065925598145,5.12078619003296,50.7203826904297,10.87136,0.169358253479004,48.7400016784668,63.2700004577637,13.9799995422363,33.0800018310547,16.28201013304988,8.00456364082899,8.27744649222089,0.02311967472364114,0.24698107102620845,0.2812707504668246,0.013936517053229049,0.22901498386742572,0.15401378188343745,0.5069591624315681,1.8166200654966013e-05,4.2985548684320935e-05,2.7900608254983483
2017,CA-513,853.0,354.0,499.0,610632,14.4899790532072,1.94957089424133,15.4735946655273,17.344747543335,27.6207008361816,45.0807762145996,3.46831870079041,0,1154,9.68886375427246,1,0,10.9183597564697,46.3557929992676,22.2120685577393,2.82661604881287,95.037483215332,5.95673942565918,14710,377062,20816,737,202066,64974,297542,-4286,-0.0080926418304443,17.7514324188232,24.0897617340088,6.93652725219727,86.2993774414063,10.2725190293663,0.181220516562462,40.4027366638184,74.2261199951172,10.6604642868042,16.7355937957764,13.969133618939066,5.797272334237315,8.171861284701752,0.0240897954905737,0.6174946612689803,0.03408927144335705,0.0012069462458567516,0.33091289025141163,0.1064045120465354,0.48726892793040655,1.7458083242942065e-05,2.7407004211663323e-05,2.6368501540901064
2017,CA-514,2016.0,487.0,1529.0,1134500,17.5009350189692,2.04412460327148,13.7229337692261,18.1171112060547,31.6176242828369,46.3736038208008,4.71171808242798,0,3233,9.44434070587158,1,0,9.47345447540283,47.6730995178223,24.2538547515869,4.85741138458252,97.3170318603516,5.84536790847778,50773,606701,101389,1495,354482,135527,570996,-1739,0.257728815078735,21.2064952850342,26.4470634460449,6.7774510383606,81.3604431152344,10.4827046380256,0.162301123142242,39.7519073486328,73.0886459350586,12.1385831832886,20.2139892578125,17.769942706037902,4.292639929484354,13.477302776553547,0.04475363596297929,0.5347739092111062,0.08936888497135302,0.0013177611282503305,0.31245658880564126,0.11945967386513882,0.5033018951079771,1.0699500381920318e-05,1.7817531298204056e-05,2.8775084179654087
2017,CA-515,979.0,521.0,458.0,478795,22.4280418043889,2.44129920005798,16.2482566833496,19.1190280914307,26.8951148986816,29.4904384613037,5.2140645980835,0,271,2.10780072212219,0,1,4.54963159561157,44.7117156982422,7.93700885772705,0.933358728885651,94.5862426757813,4.22521066665649,6256,61744,28190,924,112916,96429,245009,6189,0.669829905033112,25.3868789672852,17.3680438995361,10.964301109314,62.4529647827148,9.94764315301956,0.205106019973755,37.0593376159668,69.6988067626953,25.3217010498047,59.057014465332,20.44716423521549,10.881483724767385,9.565680510448104,0.013066134775843523,0.12895706930941217,0.058876972399461144,0.001929844714334945,0.2358337075366284,0.2013993462755459,0.5117200472018296,5.288631052915069e-05,0.00012334509438346683,3.0178442046688647
2017,CA-516,934.0,530.0,404.0,311371,-3.5212569537394,1.9625061750412,18.9754524230957,17.565315246582,29.2616691589355,36.458797454834,4.29866218566895,0,448,2.63126349449158,0,0,7.43561887741089,45.4326400756836,16.9241828918457,3.10248517990112,95.0055694580078,6.88116550445557,5798,37412,7258,672,70411,63383,152302,491,0.65984719991684,30.4081802368164,23.8101234436035,12.5088882446289,81.1872787475586,9.75659874535522,0.186659395694733,34.7594680786133,69.6871109008789,14.0695705413818,54.8647193908691,29.996370888746863,17.02149525806835,12.974875630678515,0.018620873491750997,0.12015248690468926,0.023309813694916998,0.0021581971346079113,0.22613217030487745,0.20356102527210304,0.4891335416593067,4.5185873255318576e-05,0.0001762036907447036,3.4010764039695447
